dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby
zpJjBI4BewR,201610,m0NMs35zjQP,lbCDtnQRrh6,IpcHlwXHAL4,27,felix
uAlw1jSa1Az,201610,m0NMs35zjQP,cJKLG2tjEmO,IpcHlwXHAL4,1,felix
uAlw1jSa1Az,201610,m0NMs35zjQP,g7Lh5zbS2En,IpcHlwXHAL4,38,felix
tArf2JT2OGN,201610,m0NMs35zjQP,cJKLG2tjEmO,IpcHlwXHAL4,2,felix
tArf2JT2OGN,201610,m0NMs35zjQP,g7Lh5zbS2En,IpcHlwXHAL4,68,felix
lgfAGuYAdPZ,201610,n33t3QkAiUY,p8KHSw07YH1,IpcHlwXHAL4,22,felix
lgfAGuYAdPZ,201610,n33t3QkAiUY,lbCDtnQRrh6,IpcHlwXHAL4,482,felix
zpJjBI4BewR,201610,n33t3QkAiUY,p8KHSw07YH1,IpcHlwXHAL4,1,felix
zpJjBI4BewR,201610,n33t3QkAiUY,lbCDtnQRrh6,IpcHlwXHAL4,19,felix
uAlw1jSa1Az,201610,n33t3QkAiUY,cJKLG2tjEmO,IpcHlwXHAL4,1,felix
uAlw1jSa1Az,201610,n33t3QkAiUY,g7Lh5zbS2En,IpcHlwXHAL4,18,felix
tArf2JT2OGN,201610,n33t3QkAiUY,cJKLG2tjEmO,IpcHlwXHAL4,1,felix
tArf2JT2OGN,201610,n33t3QkAiUY,g7Lh5zbS2En,IpcHlwXHAL4,41,felix
lgfAGuYAdPZ,201610,XoXZzLOskd7,p8KHSw07YH1,H3XczdtGIO5,3,felix
lgfAGuYAdPZ,201610,XoXZzLOskd7,lbCDtnQRrh6,H3XczdtGIO5,50,felix
lgfAGuYAdPZ,201610,I0kQUozVjhZ,p8KHSw07YH1,H3XczdtGIO5,4,felix
lgfAGuYAdPZ,201610,I0kQUozVjhZ,lbCDtnQRrh6,H3XczdtGIO5,25,felix
zpJjBI4BewR,201610,I0kQUozVjhZ,lbCDtnQRrh6,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,I0kQUozVjhZ,g7Lh5zbS2En,H3XczdtGIO5,4,felix
tArf2JT2OGN,201610,I0kQUozVjhZ,cJKLG2tjEmO,H3XczdtGIO5,6,felix
tArf2JT2OGN,201610,I0kQUozVjhZ,g7Lh5zbS2En,H3XczdtGIO5,35,felix
lgfAGuYAdPZ,201610,xAifqlbWacG,p8KHSw07YH1,H3XczdtGIO5,3,felix
lgfAGuYAdPZ,201610,xAifqlbWacG,lbCDtnQRrh6,H3XczdtGIO5,18,felix
lgfAGuYAdPZ,201610,gPrQghXBO2T,p8KHSw07YH1,H3XczdtGIO5,91,felix
lgfAGuYAdPZ,201610,gPrQghXBO2T,lbCDtnQRrh6,H3XczdtGIO5,437,felix
zpJjBI4BewR,201610,gPrQghXBO2T,lbCDtnQRrh6,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,FA8zVLtGdHQ,p8KHSw07YH1,H3XczdtGIO5,15,felix
lgfAGuYAdPZ,201610,FA8zVLtGdHQ,lbCDtnQRrh6,H3XczdtGIO5,85,felix
zpJjBI4BewR,201610,FA8zVLtGdHQ,lbCDtnQRrh6,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,FA8zVLtGdHQ,g7Lh5zbS2En,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,FA8zVLtGdHQ,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,FA8zVLtGdHQ,g7Lh5zbS2En,H3XczdtGIO5,7,felix
lgfAGuYAdPZ,201610,tH4jWfv5j99,lbCDtnQRrh6,IpcHlwXHAL4,116,felix
zpJjBI4BewR,201610,tH4jWfv5j99,lbCDtnQRrh6,IpcHlwXHAL4,1,felix
lgfAGuYAdPZ,201610,Uz05OBuEu89,lbCDtnQRrh6,IpcHlwXHAL4,19,felix
lgfAGuYAdPZ,201610,INawALMkXAS,p8KHSw07YH1,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,INawALMkXAS,lbCDtnQRrh6,H3XczdtGIO5,34,felix
zpJjBI4BewR,201610,INawALMkXAS,lbCDtnQRrh6,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,INawALMkXAS,g7Lh5zbS2En,H3XczdtGIO5,4,felix
tArf2JT2OGN,201610,INawALMkXAS,cJKLG2tjEmO,H3XczdtGIO5,7,felix
tArf2JT2OGN,201610,INawALMkXAS,g7Lh5zbS2En,H3XczdtGIO5,44,felix
lgfAGuYAdPZ,201610,s660dO8z7o6,p8KHSw07YH1,H3XczdtGIO5,2,felix
lgfAGuYAdPZ,201610,s660dO8z7o6,lbCDtnQRrh6,H3XczdtGIO5,12,felix
uAlw1jSa1Az,201610,s660dO8z7o6,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,s660dO8z7o6,cJKLG2tjEmO,H3XczdtGIO5,3,felix
tArf2JT2OGN,201610,s660dO8z7o6,g7Lh5zbS2En,H3XczdtGIO5,16,felix
lgfAGuYAdPZ,201610,d69tynUHL9A,p8KHSw07YH1,H3XczdtGIO5,2,felix
lgfAGuYAdPZ,201610,d69tynUHL9A,lbCDtnQRrh6,H3XczdtGIO5,9,felix
lgfAGuYAdPZ,201610,h30PQ7TRRWD,p8KHSw07YH1,IpcHlwXHAL4,3,felix
lgfAGuYAdPZ,201610,h30PQ7TRRWD,lbCDtnQRrh6,IpcHlwXHAL4,387,felix
zpJjBI4BewR,201610,h30PQ7TRRWD,lbCDtnQRrh6,IpcHlwXHAL4,8,felix
lgfAGuYAdPZ,201610,ZxV8XqgDgSE,p8KHSw07YH1,H3XczdtGIO5,8,felix
lgfAGuYAdPZ,201610,ZxV8XqgDgSE,lbCDtnQRrh6,H3XczdtGIO5,113,felix
lgfAGuYAdPZ,201610,tGo0KUb4CSN,p8KHSw07YH1,H3XczdtGIO5,18,felix
lgfAGuYAdPZ,201610,tGo0KUb4CSN,lbCDtnQRrh6,H3XczdtGIO5,274,felix
zpJjBI4BewR,201610,tGo0KUb4CSN,lbCDtnQRrh6,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,TGDQ4YJ1kik,p8KHSw07YH1,H3XczdtGIO5,24,felix
lgfAGuYAdPZ,201610,TGDQ4YJ1kik,lbCDtnQRrh6,H3XczdtGIO5,352,felix
zpJjBI4BewR,201610,TGDQ4YJ1kik,lbCDtnQRrh6,H3XczdtGIO5,3,felix
uAlw1jSa1Az,201610,TGDQ4YJ1kik,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,TGDQ4YJ1kik,g7Lh5zbS2En,H3XczdtGIO5,5,felix
tArf2JT2OGN,201610,TGDQ4YJ1kik,cJKLG2tjEmO,H3XczdtGIO5,3,felix
tArf2JT2OGN,201610,TGDQ4YJ1kik,g7Lh5zbS2En,H3XczdtGIO5,15,felix
lgfAGuYAdPZ,201610,ihrau4rSsJu,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,ihrau4rSsJu,lbCDtnQRrh6,H3XczdtGIO5,8,felix
lgfAGuYAdPZ,201610,VdAAkjhq6Fk,p8KHSw07YH1,H3XczdtGIO5,16,felix
lgfAGuYAdPZ,201610,VdAAkjhq6Fk,lbCDtnQRrh6,H3XczdtGIO5,271,felix
zpJjBI4BewR,201610,VdAAkjhq6Fk,lbCDtnQRrh6,H3XczdtGIO5,13,felix
uAlw1jSa1Az,201610,VdAAkjhq6Fk,cJKLG2tjEmO,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,VdAAkjhq6Fk,g7Lh5zbS2En,H3XczdtGIO5,25,felix
tArf2JT2OGN,201610,VdAAkjhq6Fk,cJKLG2tjEmO,H3XczdtGIO5,10,felix
tArf2JT2OGN,201610,VdAAkjhq6Fk,g7Lh5zbS2En,H3XczdtGIO5,57,felix
lgfAGuYAdPZ,201610,Lpc3U99ALpL,p8KHSw07YH1,H3XczdtGIO5,23,felix
lgfAGuYAdPZ,201610,Lpc3U99ALpL,lbCDtnQRrh6,H3XczdtGIO5,353,felix
zpJjBI4BewR,201610,Lpc3U99ALpL,lbCDtnQRrh6,H3XczdtGIO5,6,felix
uAlw1jSa1Az,201610,Lpc3U99ALpL,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,Lpc3U99ALpL,g7Lh5zbS2En,H3XczdtGIO5,10,felix
tArf2JT2OGN,201610,Lpc3U99ALpL,cJKLG2tjEmO,H3XczdtGIO5,6,felix
tArf2JT2OGN,201610,Lpc3U99ALpL,g7Lh5zbS2En,H3XczdtGIO5,32,felix
lgfAGuYAdPZ,201610,RmX34fyMVB3,p8KHSw07YH1,H3XczdtGIO5,35,felix
lgfAGuYAdPZ,201610,RmX34fyMVB3,lbCDtnQRrh6,H3XczdtGIO5,531,felix
zpJjBI4BewR,201610,RmX34fyMVB3,lbCDtnQRrh6,H3XczdtGIO5,8,felix
uAlw1jSa1Az,201610,RmX34fyMVB3,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,RmX34fyMVB3,g7Lh5zbS2En,H3XczdtGIO5,18,felix
tArf2JT2OGN,201610,RmX34fyMVB3,cJKLG2tjEmO,H3XczdtGIO5,15,felix
tArf2JT2OGN,201610,RmX34fyMVB3,g7Lh5zbS2En,H3XczdtGIO5,94,felix
lgfAGuYAdPZ,201610,y42Usl6TdyJ,p8KHSw07YH1,K0cWjvomIMf,3,felix
lgfAGuYAdPZ,201610,y42Usl6TdyJ,lbCDtnQRrh6,K0cWjvomIMf,12,felix
lgfAGuYAdPZ,201610,zUR10GhV7xz,p8KHSw07YH1,H3XczdtGIO5,30,felix
lgfAGuYAdPZ,201610,zUR10GhV7xz,lbCDtnQRrh6,H3XczdtGIO5,474,felix
zpJjBI4BewR,201610,zUR10GhV7xz,lbCDtnQRrh6,H3XczdtGIO5,13,felix
uAlw1jSa1Az,201610,zUR10GhV7xz,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,zUR10GhV7xz,g7Lh5zbS2En,H3XczdtGIO5,11,felix
tArf2JT2OGN,201610,zUR10GhV7xz,cJKLG2tjEmO,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,zUR10GhV7xz,g7Lh5zbS2En,H3XczdtGIO5,11,felix
lgfAGuYAdPZ,201610,S1eRslqZB2s,p8KHSw07YH1,H3XczdtGIO5,26,felix
lgfAGuYAdPZ,201610,S1eRslqZB2s,lbCDtnQRrh6,H3XczdtGIO5,153,felix
uAlw1jSa1Az,201610,S1eRslqZB2s,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,S1eRslqZB2s,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,S1eRslqZB2s,g7Lh5zbS2En,H3XczdtGIO5,8,felix
lgfAGuYAdPZ,201610,bLeCBUFM3wP,p8KHSw07YH1,H3XczdtGIO5,92,felix
lgfAGuYAdPZ,201610,bLeCBUFM3wP,lbCDtnQRrh6,H3XczdtGIO5,530,felix
zpJjBI4BewR,201610,bLeCBUFM3wP,p8KHSw07YH1,H3XczdtGIO5,3,felix
zpJjBI4BewR,201610,bLeCBUFM3wP,lbCDtnQRrh6,H3XczdtGIO5,20,felix
uAlw1jSa1Az,201610,bLeCBUFM3wP,cJKLG2tjEmO,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,bLeCBUFM3wP,g7Lh5zbS2En,H3XczdtGIO5,26,felix
tArf2JT2OGN,201610,bLeCBUFM3wP,cJKLG2tjEmO,H3XczdtGIO5,28,felix
tArf2JT2OGN,201610,bLeCBUFM3wP,g7Lh5zbS2En,H3XczdtGIO5,171,felix
lgfAGuYAdPZ,201610,vzZ53lAMdJp,p8KHSw07YH1,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,vzZ53lAMdJp,lbCDtnQRrh6,H3XczdtGIO5,32,felix
uAlw1jSa1Az,201610,vzZ53lAMdJp,g7Lh5zbS2En,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,vzZ53lAMdJp,cJKLG2tjEmO,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,vzZ53lAMdJp,g7Lh5zbS2En,H3XczdtGIO5,14,felix
lgfAGuYAdPZ,201610,p6UH78HVmTF,p8KHSw07YH1,H3XczdtGIO5,20,felix
lgfAGuYAdPZ,201610,p6UH78HVmTF,lbCDtnQRrh6,H3XczdtGIO5,118,felix
uAlw1jSa1Az,201610,p6UH78HVmTF,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,p6UH78HVmTF,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,p6UH78HVmTF,g7Lh5zbS2En,H3XczdtGIO5,4,felix
lgfAGuYAdPZ,201610,T0QCTzRDCcr,p8KHSw07YH1,K0cWjvomIMf,46,felix
lgfAGuYAdPZ,201610,T0QCTzRDCcr,lbCDtnQRrh6,K0cWjvomIMf,772,felix
zpJjBI4BewR,201610,T0QCTzRDCcr,p8KHSw07YH1,K0cWjvomIMf,1,felix
zpJjBI4BewR,201610,T0QCTzRDCcr,lbCDtnQRrh6,K0cWjvomIMf,29,felix
uAlw1jSa1Az,201610,T0QCTzRDCcr,cJKLG2tjEmO,K0cWjvomIMf,2,felix
uAlw1jSa1Az,201610,T0QCTzRDCcr,g7Lh5zbS2En,K0cWjvomIMf,38,felix
tArf2JT2OGN,201610,T0QCTzRDCcr,cJKLG2tjEmO,K0cWjvomIMf,3,felix
tArf2JT2OGN,201610,T0QCTzRDCcr,g7Lh5zbS2En,K0cWjvomIMf,88,felix
lgfAGuYAdPZ,201610,T0QCTzRDCcr,p8KHSw07YH1,IpcHlwXHAL4,46,felix
lgfAGuYAdPZ,201610,T0QCTzRDCcr,lbCDtnQRrh6,IpcHlwXHAL4,772,felix
zpJjBI4BewR,201610,T0QCTzRDCcr,p8KHSw07YH1,IpcHlwXHAL4,1,felix
zpJjBI4BewR,201610,T0QCTzRDCcr,lbCDtnQRrh6,IpcHlwXHAL4,29,felix
uAlw1jSa1Az,201610,T0QCTzRDCcr,cJKLG2tjEmO,IpcHlwXHAL4,2,felix
uAlw1jSa1Az,201610,T0QCTzRDCcr,g7Lh5zbS2En,IpcHlwXHAL4,38,felix
tArf2JT2OGN,201610,T0QCTzRDCcr,cJKLG2tjEmO,IpcHlwXHAL4,3,felix
tArf2JT2OGN,201610,T0QCTzRDCcr,g7Lh5zbS2En,IpcHlwXHAL4,88,felix
lgfAGuYAdPZ,201610,V35y6YnnPx6,p8KHSw07YH1,H3XczdtGIO5,3,felix
lgfAGuYAdPZ,201610,V35y6YnnPx6,lbCDtnQRrh6,H3XczdtGIO5,22,felix
lgfAGuYAdPZ,201610,EEKdchSCqh9,p8KHSw07YH1,K0cWjvomIMf,123,felix
lgfAGuYAdPZ,201610,EEKdchSCqh9,lbCDtnQRrh6,K0cWjvomIMf,900,felix
zpJjBI4BewR,201610,EEKdchSCqh9,lbCDtnQRrh6,K0cWjvomIMf,21,felix
uAlw1jSa1Az,201610,EEKdchSCqh9,cJKLG2tjEmO,K0cWjvomIMf,2,felix
uAlw1jSa1Az,201610,EEKdchSCqh9,g7Lh5zbS2En,K0cWjvomIMf,32,felix
tArf2JT2OGN,201610,EEKdchSCqh9,cJKLG2tjEmO,K0cWjvomIMf,10,felix
tArf2JT2OGN,201610,EEKdchSCqh9,g7Lh5zbS2En,K0cWjvomIMf,176,felix
lgfAGuYAdPZ,201610,JQnQJCpt8av,p8KHSw07YH1,IpcHlwXHAL4,2,felix
lgfAGuYAdPZ,201610,JQnQJCpt8av,lbCDtnQRrh6,IpcHlwXHAL4,121,felix
zpJjBI4BewR,201610,JQnQJCpt8av,lbCDtnQRrh6,IpcHlwXHAL4,8,felix
lgfAGuYAdPZ,201610,zYFy90m10i1,p8KHSw07YH1,JqXGWrK1gp9,52,felix
lgfAGuYAdPZ,201610,zYFy90m10i1,lbCDtnQRrh6,JqXGWrK1gp9,133,felix
zpJjBI4BewR,201610,zYFy90m10i1,lbCDtnQRrh6,JqXGWrK1gp9,4,felix
uAlw1jSa1Az,201610,zYFy90m10i1,cJKLG2tjEmO,JqXGWrK1gp9,1,felix
uAlw1jSa1Az,201610,zYFy90m10i1,g7Lh5zbS2En,JqXGWrK1gp9,5,felix
tArf2JT2OGN,201610,zYFy90m10i1,cJKLG2tjEmO,JqXGWrK1gp9,4,felix
tArf2JT2OGN,201610,zYFy90m10i1,g7Lh5zbS2En,JqXGWrK1gp9,47,felix
lgfAGuYAdPZ,201610,LT6XGXS57II,p8KHSw07YH1,H3XczdtGIO5,13,felix
lgfAGuYAdPZ,201610,LT6XGXS57II,lbCDtnQRrh6,H3XczdtGIO5,20,felix
uAlw1jSa1Az,201610,LT6XGXS57II,g7Lh5zbS2En,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,LT6XGXS57II,cJKLG2tjEmO,H3XczdtGIO5,3,felix
tArf2JT2OGN,201610,LT6XGXS57II,g7Lh5zbS2En,H3XczdtGIO5,20,felix
lgfAGuYAdPZ,201610,wWnSMqLNWOk,p8KHSw07YH1,IpcHlwXHAL4,19,felix
lgfAGuYAdPZ,201610,wWnSMqLNWOk,lbCDtnQRrh6,IpcHlwXHAL4,831,felix
zpJjBI4BewR,201610,wWnSMqLNWOk,p8KHSw07YH1,IpcHlwXHAL4,1,felix
zpJjBI4BewR,201610,wWnSMqLNWOk,lbCDtnQRrh6,IpcHlwXHAL4,41,felix
uAlw1jSa1Az,201610,wWnSMqLNWOk,cJKLG2tjEmO,IpcHlwXHAL4,2,felix
uAlw1jSa1Az,201610,wWnSMqLNWOk,g7Lh5zbS2En,IpcHlwXHAL4,30,felix
tArf2JT2OGN,201610,wWnSMqLNWOk,cJKLG2tjEmO,IpcHlwXHAL4,2,felix
tArf2JT2OGN,201610,wWnSMqLNWOk,g7Lh5zbS2En,IpcHlwXHAL4,27,felix
lgfAGuYAdPZ,201610,ZWwPSTkiLWX,p8KHSw07YH1,K0cWjvomIMf,1788,felix
lgfAGuYAdPZ,201610,ZWwPSTkiLWX,lbCDtnQRrh6,K0cWjvomIMf,9640,felix
zpJjBI4BewR,201610,ZWwPSTkiLWX,p8KHSw07YH1,K0cWjvomIMf,14,felix
zpJjBI4BewR,201610,ZWwPSTkiLWX,lbCDtnQRrh6,K0cWjvomIMf,183,felix
uAlw1jSa1Az,201610,ZWwPSTkiLWX,cJKLG2tjEmO,K0cWjvomIMf,18,felix
uAlw1jSa1Az,201610,ZWwPSTkiLWX,g7Lh5zbS2En,K0cWjvomIMf,194,felix
tArf2JT2OGN,201610,ZWwPSTkiLWX,cJKLG2tjEmO,K0cWjvomIMf,76,felix
tArf2JT2OGN,201610,ZWwPSTkiLWX,g7Lh5zbS2En,K0cWjvomIMf,857,felix
lgfAGuYAdPZ,201610,PrTHMwzBWvg,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,PrTHMwzBWvg,lbCDtnQRrh6,H3XczdtGIO5,6,felix
lgfAGuYAdPZ,201610,ISZigsZaIlY,p8KHSw07YH1,H3XczdtGIO5,3,felix
lgfAGuYAdPZ,201610,ISZigsZaIlY,lbCDtnQRrh6,H3XczdtGIO5,50,felix
lgfAGuYAdPZ,201610,fyiHrh4tOpQ,p8KHSw07YH1,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,fyiHrh4tOpQ,lbCDtnQRrh6,H3XczdtGIO5,25,felix
uAlw1jSa1Az,201610,fyiHrh4tOpQ,g7Lh5zbS2En,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,fyiHrh4tOpQ,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,fyiHrh4tOpQ,g7Lh5zbS2En,H3XczdtGIO5,7,felix
lgfAGuYAdPZ,201610,X3m67s9fYES,p8KHSw07YH1,JqXGWrK1gp9,104,felix
lgfAGuYAdPZ,201610,X3m67s9fYES,lbCDtnQRrh6,JqXGWrK1gp9,288,felix
zpJjBI4BewR,201610,X3m67s9fYES,p8KHSw07YH1,JqXGWrK1gp9,1,felix
zpJjBI4BewR,201610,X3m67s9fYES,lbCDtnQRrh6,JqXGWrK1gp9,17,felix
uAlw1jSa1Az,201610,X3m67s9fYES,cJKLG2tjEmO,JqXGWrK1gp9,1,felix
uAlw1jSa1Az,201610,X3m67s9fYES,g7Lh5zbS2En,JqXGWrK1gp9,9,felix
tArf2JT2OGN,201610,X3m67s9fYES,cJKLG2tjEmO,JqXGWrK1gp9,14,felix
tArf2JT2OGN,201610,X3m67s9fYES,g7Lh5zbS2En,JqXGWrK1gp9,185,felix
lgfAGuYAdPZ,201610,ba63sP0ArOy,p8KHSw07YH1,H3XczdtGIO5,11,felix
lgfAGuYAdPZ,201610,ba63sP0ArOy,lbCDtnQRrh6,H3XczdtGIO5,69,felix
zpJjBI4BewR,201610,ba63sP0ArOy,lbCDtnQRrh6,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,ba63sP0ArOy,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,ba63sP0ArOy,g7Lh5zbS2En,H3XczdtGIO5,8,felix
tArf2JT2OGN,201610,ba63sP0ArOy,cJKLG2tjEmO,H3XczdtGIO5,8,felix
tArf2JT2OGN,201610,ba63sP0ArOy,g7Lh5zbS2En,H3XczdtGIO5,52,felix
lgfAGuYAdPZ,201610,pFdr4fjP1q8,p8KHSw07YH1,H3XczdtGIO5,9,felix
lgfAGuYAdPZ,201610,pFdr4fjP1q8,lbCDtnQRrh6,H3XczdtGIO5,136,felix
zpJjBI4BewR,201610,pFdr4fjP1q8,lbCDtnQRrh6,H3XczdtGIO5,4,felix
lgfAGuYAdPZ,201610,PZKXP2PYFKX,p8KHSw07YH1,qnsg6xXzdLG,71,felix
lgfAGuYAdPZ,201610,PZKXP2PYFKX,lbCDtnQRrh6,qnsg6xXzdLG,1775,felix
zpJjBI4BewR,201610,PZKXP2PYFKX,p8KHSw07YH1,qnsg6xXzdLG,2,felix
zpJjBI4BewR,201610,PZKXP2PYFKX,lbCDtnQRrh6,qnsg6xXzdLG,80,felix
uAlw1jSa1Az,201610,PZKXP2PYFKX,cJKLG2tjEmO,qnsg6xXzdLG,4,felix
uAlw1jSa1Az,201610,PZKXP2PYFKX,g7Lh5zbS2En,qnsg6xXzdLG,73,felix
tArf2JT2OGN,201610,PZKXP2PYFKX,cJKLG2tjEmO,qnsg6xXzdLG,9,felix
tArf2JT2OGN,201610,PZKXP2PYFKX,g7Lh5zbS2En,qnsg6xXzdLG,201,felix
lgfAGuYAdPZ,201610,mi7ORwgRy3S,p8KHSw07YH1,K0cWjvomIMf,13,felix
lgfAGuYAdPZ,201610,mi7ORwgRy3S,lbCDtnQRrh6,K0cWjvomIMf,372,felix
zpJjBI4BewR,201610,mi7ORwgRy3S,lbCDtnQRrh6,K0cWjvomIMf,23,felix
uAlw1jSa1Az,201610,mi7ORwgRy3S,g7Lh5zbS2En,K0cWjvomIMf,21,felix
tArf2JT2OGN,201610,mi7ORwgRy3S,cJKLG2tjEmO,K0cWjvomIMf,1,felix
tArf2JT2OGN,201610,mi7ORwgRy3S,g7Lh5zbS2En,K0cWjvomIMf,30,felix
lgfAGuYAdPZ,201610,mi7ORwgRy3S,p8KHSw07YH1,IpcHlwXHAL4,13,felix
lgfAGuYAdPZ,201610,mi7ORwgRy3S,lbCDtnQRrh6,IpcHlwXHAL4,372,felix
zpJjBI4BewR,201610,mi7ORwgRy3S,lbCDtnQRrh6,IpcHlwXHAL4,23,felix
uAlw1jSa1Az,201610,mi7ORwgRy3S,g7Lh5zbS2En,IpcHlwXHAL4,21,felix
tArf2JT2OGN,201610,mi7ORwgRy3S,cJKLG2tjEmO,IpcHlwXHAL4,1,felix
tArf2JT2OGN,201610,mi7ORwgRy3S,g7Lh5zbS2En,IpcHlwXHAL4,30,felix
lgfAGuYAdPZ,201610,EZAag3FkBnY,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,EZAag3FkBnY,lbCDtnQRrh6,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,XFJGHlJp1AM,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,XFJGHlJp1AM,lbCDtnQRrh6,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,L4zWxlDYQw2,p8KHSw07YH1,JqXGWrK1gp9,22,felix
lgfAGuYAdPZ,201610,L4zWxlDYQw2,lbCDtnQRrh6,JqXGWrK1gp9,62,felix
zpJjBI4BewR,201610,L4zWxlDYQw2,lbCDtnQRrh6,JqXGWrK1gp9,1,felix
uAlw1jSa1Az,201610,L4zWxlDYQw2,g7Lh5zbS2En,JqXGWrK1gp9,1,felix
tArf2JT2OGN,201610,L4zWxlDYQw2,cJKLG2tjEmO,JqXGWrK1gp9,3,felix
tArf2JT2OGN,201610,L4zWxlDYQw2,g7Lh5zbS2En,JqXGWrK1gp9,26,felix
lgfAGuYAdPZ,201610,GlfOQsvAHM3,p8KHSw07YH1,H3XczdtGIO5,20,felix
lgfAGuYAdPZ,201610,GlfOQsvAHM3,lbCDtnQRrh6,H3XczdtGIO5,296,felix
zpJjBI4BewR,201610,GlfOQsvAHM3,lbCDtnQRrh6,H3XczdtGIO5,4,felix
uAlw1jSa1Az,201610,GlfOQsvAHM3,g7Lh5zbS2En,H3XczdtGIO5,5,felix
tArf2JT2OGN,201610,GlfOQsvAHM3,cJKLG2tjEmO,H3XczdtGIO5,3,felix
tArf2JT2OGN,201610,GlfOQsvAHM3,g7Lh5zbS2En,H3XczdtGIO5,15,felix
lgfAGuYAdPZ,201610,hbBSP9aXVeT,p8KHSw07YH1,H3XczdtGIO5,5,felix
lgfAGuYAdPZ,201610,hbBSP9aXVeT,lbCDtnQRrh6,H3XczdtGIO5,88,felix
zpJjBI4BewR,201610,hbBSP9aXVeT,lbCDtnQRrh6,H3XczdtGIO5,2,felix
lgfAGuYAdPZ,201610,wEmj5Y6nGNJ,p8KHSw07YH1,TPAdivfPDQ9,44,felix
lgfAGuYAdPZ,201610,wEmj5Y6nGNJ,lbCDtnQRrh6,TPAdivfPDQ9,300,felix
zpJjBI4BewR,201610,wEmj5Y6nGNJ,p8KHSw07YH1,TPAdivfPDQ9,1,felix
zpJjBI4BewR,201610,wEmj5Y6nGNJ,lbCDtnQRrh6,TPAdivfPDQ9,19,felix
uAlw1jSa1Az,201610,wEmj5Y6nGNJ,g7Lh5zbS2En,TPAdivfPDQ9,6,felix
tArf2JT2OGN,201610,wEmj5Y6nGNJ,cJKLG2tjEmO,TPAdivfPDQ9,6,felix
tArf2JT2OGN,201610,wEmj5Y6nGNJ,g7Lh5zbS2En,TPAdivfPDQ9,88,felix
lgfAGuYAdPZ,201610,IRISH2C3Boa,p8KHSw07YH1,H3XczdtGIO5,51,felix
lgfAGuYAdPZ,201610,IRISH2C3Boa,lbCDtnQRrh6,H3XczdtGIO5,295,felix
zpJjBI4BewR,201610,IRISH2C3Boa,lbCDtnQRrh6,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,IRISH2C3Boa,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,IRISH2C3Boa,g7Lh5zbS2En,H3XczdtGIO5,2,felix
lgfAGuYAdPZ,201610,xYkB7hyV41r,p8KHSw07YH1,H3XczdtGIO5,16,felix
lgfAGuYAdPZ,201610,xYkB7hyV41r,lbCDtnQRrh6,H3XczdtGIO5,241,felix
uAlw1jSa1Az,201610,xYkB7hyV41r,g7Lh5zbS2En,H3XczdtGIO5,3,felix
