dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby
lgfAGuYAdPZ,201610,cLBvS1WGEQF,p8KHSw07YH1,H3XczdtGIO5,13,felix
lgfAGuYAdPZ,201610,cLBvS1WGEQF,lbCDtnQRrh6,H3XczdtGIO5,21,felix
uAlw1jSa1Az,201610,cLBvS1WGEQF,g7Lh5zbS2En,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,cLBvS1WGEQF,g7Lh5zbS2En,H3XczdtGIO5,3,felix
lgfAGuYAdPZ,201610,SiFad15yKhZ,p8KHSw07YH1,H3XczdtGIO5,50,felix
lgfAGuYAdPZ,201610,SiFad15yKhZ,lbCDtnQRrh6,H3XczdtGIO5,79,felix
zpJjBI4BewR,201610,SiFad15yKhZ,p8KHSw07YH1,H3XczdtGIO5,3,felix
zpJjBI4BewR,201610,SiFad15yKhZ,lbCDtnQRrh6,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,SiFad15yKhZ,cJKLG2tjEmO,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,SiFad15yKhZ,g7Lh5zbS2En,H3XczdtGIO5,8,felix
tArf2JT2OGN,201610,SiFad15yKhZ,cJKLG2tjEmO,H3XczdtGIO5,14,felix
tArf2JT2OGN,201610,SiFad15yKhZ,g7Lh5zbS2En,H3XczdtGIO5,85,felix
lgfAGuYAdPZ,201610,AoO1uzcsLs0,p8KHSw07YH1,H3XczdtGIO5,84,felix
lgfAGuYAdPZ,201610,AoO1uzcsLs0,lbCDtnQRrh6,H3XczdtGIO5,481,felix
zpJjBI4BewR,201610,AoO1uzcsLs0,p8KHSw07YH1,H3XczdtGIO5,2,felix
zpJjBI4BewR,201610,AoO1uzcsLs0,lbCDtnQRrh6,H3XczdtGIO5,12,felix
uAlw1jSa1Az,201610,AoO1uzcsLs0,cJKLG2tjEmO,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,AoO1uzcsLs0,g7Lh5zbS2En,H3XczdtGIO5,21,felix
tArf2JT2OGN,201610,AoO1uzcsLs0,cJKLG2tjEmO,H3XczdtGIO5,17,felix
tArf2JT2OGN,201610,AoO1uzcsLs0,g7Lh5zbS2En,H3XczdtGIO5,101,felix
lgfAGuYAdPZ,201610,dwWrJGEreMc,lbCDtnQRrh6,IpcHlwXHAL4,60,felix
lgfAGuYAdPZ,201610,bSUG0xsBKIT,p8KHSw07YH1,H3XczdtGIO5,1,felix
lgfAGuYAdPZ,201610,bSUG0xsBKIT,lbCDtnQRrh6,H3XczdtGIO5,4,felix
lgfAGuYAdPZ,201610,qNJkz8G7pfV,p8KHSw07YH1,IpcHlwXHAL4,3,felix
lgfAGuYAdPZ,201610,qNJkz8G7pfV,lbCDtnQRrh6,IpcHlwXHAL4,625,felix
zpJjBI4BewR,201610,qNJkz8G7pfV,lbCDtnQRrh6,IpcHlwXHAL4,36,felix
uAlw1jSa1Az,201610,qNJkz8G7pfV,cJKLG2tjEmO,IpcHlwXHAL4,1,felix
uAlw1jSa1Az,201610,qNJkz8G7pfV,g7Lh5zbS2En,IpcHlwXHAL4,31,felix
tArf2JT2OGN,201610,qNJkz8G7pfV,cJKLG2tjEmO,IpcHlwXHAL4,1,felix
tArf2JT2OGN,201610,qNJkz8G7pfV,g7Lh5zbS2En,IpcHlwXHAL4,103,felix
lgfAGuYAdPZ,201610,GYeXCtw2Jji,p8KHSw07YH1,IpcHlwXHAL4,1,felix
lgfAGuYAdPZ,201610,GYeXCtw2Jji,lbCDtnQRrh6,IpcHlwXHAL4,117,felix
zpJjBI4BewR,201610,GYeXCtw2Jji,lbCDtnQRrh6,IpcHlwXHAL4,11,felix
lgfAGuYAdPZ,201610,GOxptySBE5j,p8KHSw07YH1,K0cWjvomIMf,66,felix
lgfAGuYAdPZ,201610,GOxptySBE5j,lbCDtnQRrh6,K0cWjvomIMf,2021,felix
zpJjBI4BewR,201610,GOxptySBE5j,p8KHSw07YH1,K0cWjvomIMf,2,felix
zpJjBI4BewR,201610,GOxptySBE5j,lbCDtnQRrh6,K0cWjvomIMf,79,felix
uAlw1jSa1Az,201610,GOxptySBE5j,cJKLG2tjEmO,K0cWjvomIMf,6,felix
uAlw1jSa1Az,201610,GOxptySBE5j,g7Lh5zbS2En,K0cWjvomIMf,103,felix
tArf2JT2OGN,201610,GOxptySBE5j,cJKLG2tjEmO,K0cWjvomIMf,9,felix
tArf2JT2OGN,201610,GOxptySBE5j,g7Lh5zbS2En,K0cWjvomIMf,307,felix
lgfAGuYAdPZ,201610,GOxptySBE5j,p8KHSw07YH1,IpcHlwXHAL4,66,felix
lgfAGuYAdPZ,201610,GOxptySBE5j,lbCDtnQRrh6,IpcHlwXHAL4,2021,felix
zpJjBI4BewR,201610,GOxptySBE5j,p8KHSw07YH1,IpcHlwXHAL4,2,felix
zpJjBI4BewR,201610,GOxptySBE5j,lbCDtnQRrh6,IpcHlwXHAL4,79,felix
uAlw1jSa1Az,201610,GOxptySBE5j,cJKLG2tjEmO,IpcHlwXHAL4,6,felix
uAlw1jSa1Az,201610,GOxptySBE5j,g7Lh5zbS2En,IpcHlwXHAL4,103,felix
tArf2JT2OGN,201610,GOxptySBE5j,cJKLG2tjEmO,IpcHlwXHAL4,9,felix
tArf2JT2OGN,201610,GOxptySBE5j,g7Lh5zbS2En,IpcHlwXHAL4,307,felix
lgfAGuYAdPZ,201610,tdskla3Fuag,p8KHSw07YH1,IpcHlwXHAL4,1,felix
lgfAGuYAdPZ,201610,tdskla3Fuag,lbCDtnQRrh6,IpcHlwXHAL4,267,felix
zpJjBI4BewR,201610,tdskla3Fuag,lbCDtnQRrh6,IpcHlwXHAL4,4,felix
lgfAGuYAdPZ,201610,fNVYEyxjawL,lbCDtnQRrh6,IpcHlwXHAL4,25,felix
lgfAGuYAdPZ,201610,d62fP00Szyv,p8KHSw07YH1,H3XczdtGIO5,22,felix
lgfAGuYAdPZ,201610,d62fP00Szyv,lbCDtnQRrh6,H3XczdtGIO5,146,felix
zpJjBI4BewR,201610,d62fP00Szyv,p8KHSw07YH1,H3XczdtGIO5,1,felix
zpJjBI4BewR,201610,d62fP00Szyv,lbCDtnQRrh6,H3XczdtGIO5,6,felix
uAlw1jSa1Az,201610,d62fP00Szyv,cJKLG2tjEmO,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,d62fP00Szyv,g7Lh5zbS2En,H3XczdtGIO5,16,felix
tArf2JT2OGN,201610,d62fP00Szyv,cJKLG2tjEmO,H3XczdtGIO5,20,felix
tArf2JT2OGN,201610,d62fP00Szyv,g7Lh5zbS2En,H3XczdtGIO5,120,felix
lgfAGuYAdPZ,201610,BNuAK6oLAp4,p8KHSw07YH1,K0cWjvomIMf,143,felix
lgfAGuYAdPZ,201610,BNuAK6oLAp4,lbCDtnQRrh6,K0cWjvomIMf,1088,felix
zpJjBI4BewR,201610,BNuAK6oLAp4,p8KHSw07YH1,K0cWjvomIMf,1,felix
zpJjBI4BewR,201610,BNuAK6oLAp4,lbCDtnQRrh6,K0cWjvomIMf,39,felix
uAlw1jSa1Az,201610,BNuAK6oLAp4,cJKLG2tjEmO,K0cWjvomIMf,3,felix
uAlw1jSa1Az,201610,BNuAK6oLAp4,g7Lh5zbS2En,K0cWjvomIMf,47,felix
tArf2JT2OGN,201610,BNuAK6oLAp4,cJKLG2tjEmO,K0cWjvomIMf,11,felix
tArf2JT2OGN,201610,BNuAK6oLAp4,g7Lh5zbS2En,K0cWjvomIMf,192,felix
lgfAGuYAdPZ,201610,UU5HYjoMJq0,p8KHSw07YH1,K0cWjvomIMf,74,felix
lgfAGuYAdPZ,201610,UU5HYjoMJq0,lbCDtnQRrh6,K0cWjvomIMf,1438,felix
zpJjBI4BewR,201610,UU5HYjoMJq0,p8KHSw07YH1,K0cWjvomIMf,1,felix
zpJjBI4BewR,201610,UU5HYjoMJq0,lbCDtnQRrh6,K0cWjvomIMf,31,felix
uAlw1jSa1Az,201610,UU5HYjoMJq0,cJKLG2tjEmO,K0cWjvomIMf,2,felix
uAlw1jSa1Az,201610,UU5HYjoMJq0,g7Lh5zbS2En,K0cWjvomIMf,38,felix
tArf2JT2OGN,201610,UU5HYjoMJq0,cJKLG2tjEmO,K0cWjvomIMf,8,felix
tArf2JT2OGN,201610,UU5HYjoMJq0,g7Lh5zbS2En,K0cWjvomIMf,119,felix
lgfAGuYAdPZ,201610,wtL24AXk2sx,p8KHSw07YH1,K0cWjvomIMf,105,felix
lgfAGuYAdPZ,201610,wtL24AXk2sx,lbCDtnQRrh6,K0cWjvomIMf,2330,felix
zpJjBI4BewR,201610,wtL24AXk2sx,p8KHSw07YH1,K0cWjvomIMf,1,felix
zpJjBI4BewR,201610,wtL24AXk2sx,lbCDtnQRrh6,K0cWjvomIMf,44,felix
uAlw1jSa1Az,201610,wtL24AXk2sx,cJKLG2tjEmO,K0cWjvomIMf,3,felix
uAlw1jSa1Az,201610,wtL24AXk2sx,g7Lh5zbS2En,K0cWjvomIMf,76,felix
tArf2JT2OGN,201610,wtL24AXk2sx,cJKLG2tjEmO,K0cWjvomIMf,13,felix
tArf2JT2OGN,201610,wtL24AXk2sx,g7Lh5zbS2En,K0cWjvomIMf,270,felix
lgfAGuYAdPZ,201610,jNY1DdzbBDr,p8KHSw07YH1,K0cWjvomIMf,117,felix
lgfAGuYAdPZ,201610,jNY1DdzbBDr,lbCDtnQRrh6,K0cWjvomIMf,1208,felix
zpJjBI4BewR,201610,jNY1DdzbBDr,p8KHSw07YH1,K0cWjvomIMf,1,felix
zpJjBI4BewR,201610,jNY1DdzbBDr,lbCDtnQRrh6,K0cWjvomIMf,24,felix
uAlw1jSa1Az,201610,jNY1DdzbBDr,cJKLG2tjEmO,K0cWjvomIMf,1,felix
uAlw1jSa1Az,201610,jNY1DdzbBDr,g7Lh5zbS2En,K0cWjvomIMf,31,felix
tArf2JT2OGN,201610,jNY1DdzbBDr,cJKLG2tjEmO,K0cWjvomIMf,5,felix
tArf2JT2OGN,201610,jNY1DdzbBDr,g7Lh5zbS2En,K0cWjvomIMf,88,felix
lgfAGuYAdPZ,201610,dEPpmoSHG1v,p8KHSw07YH1,K0cWjvomIMf,102,felix
lgfAGuYAdPZ,201610,dEPpmoSHG1v,lbCDtnQRrh6,K0cWjvomIMf,1073,felix
zpJjBI4BewR,201610,dEPpmoSHG1v,lbCDtnQRrh6,K0cWjvomIMf,25,felix
uAlw1jSa1Az,201610,dEPpmoSHG1v,cJKLG2tjEmO,K0cWjvomIMf,2,felix
uAlw1jSa1Az,201610,dEPpmoSHG1v,g7Lh5zbS2En,K0cWjvomIMf,37,felix
tArf2JT2OGN,201610,dEPpmoSHG1v,cJKLG2tjEmO,K0cWjvomIMf,7,felix
tArf2JT2OGN,201610,dEPpmoSHG1v,g7Lh5zbS2En,K0cWjvomIMf,161,felix
uAlw1jSa1Az,201610,B7uMXQhtT6l,cJKLG2tjEmO,qnsg6xXzdLG,1,felix
uAlw1jSa1Az,201610,B7uMXQhtT6l,g7Lh5zbS2En,qnsg6xXzdLG,18,felix
tArf2JT2OGN,201610,B7uMXQhtT6l,cJKLG2tjEmO,qnsg6xXzdLG,1,felix
tArf2JT2OGN,201610,B7uMXQhtT6l,g7Lh5zbS2En,qnsg6xXzdLG,42,felix
lgfAGuYAdPZ,201610,pEK9CiLioEI,p8KHSw07YH1,H3XczdtGIO5,3,felix
lgfAGuYAdPZ,201610,pEK9CiLioEI,lbCDtnQRrh6,H3XczdtGIO5,18,felix
lgfAGuYAdPZ,201610,g4svIkkj4LQ,p8KHSw07YH1,H3XczdtGIO5,34,felix
lgfAGuYAdPZ,201610,g4svIkkj4LQ,lbCDtnQRrh6,H3XczdtGIO5,195,felix
zpJjBI4BewR,201610,g4svIkkj4LQ,lbCDtnQRrh6,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,g4svIkkj4LQ,g7Lh5zbS2En,H3XczdtGIO5,2,felix
tArf2JT2OGN,201610,g4svIkkj4LQ,cJKLG2tjEmO,H3XczdtGIO5,1,felix
tArf2JT2OGN,201610,g4svIkkj4LQ,g7Lh5zbS2En,H3XczdtGIO5,8,felix
lgfAGuYAdPZ,201610,KFaSkuOoYYU,p8KHSw07YH1,H3XczdtGIO5,72,felix
lgfAGuYAdPZ,201610,KFaSkuOoYYU,lbCDtnQRrh6,H3XczdtGIO5,446,felix
zpJjBI4BewR,201610,KFaSkuOoYYU,p8KHSw07YH1,H3XczdtGIO5,2,felix
zpJjBI4BewR,201610,KFaSkuOoYYU,lbCDtnQRrh6,H3XczdtGIO5,8,felix
uAlw1jSa1Az,201610,KFaSkuOoYYU,cJKLG2tjEmO,H3XczdtGIO5,2,felix
uAlw1jSa1Az,201610,KFaSkuOoYYU,g7Lh5zbS2En,H3XczdtGIO5,26,felix
tArf2JT2OGN,201610,KFaSkuOoYYU,cJKLG2tjEmO,H3XczdtGIO5,48,felix
tArf2JT2OGN,201610,KFaSkuOoYYU,g7Lh5zbS2En,H3XczdtGIO5,288,felix
lgfAGuYAdPZ,201610,qST1ERiAwNm,p8KHSw07YH1,TPAdivfPDQ9,8,felix
lgfAGuYAdPZ,201610,qST1ERiAwNm,lbCDtnQRrh6,TPAdivfPDQ9,48,felix
zpJjBI4BewR,201610,qST1ERiAwNm,lbCDtnQRrh6,TPAdivfPDQ9,7,felix
uAlw1jSa1Az,201610,qST1ERiAwNm,cJKLG2tjEmO,TPAdivfPDQ9,1,felix
uAlw1jSa1Az,201610,qST1ERiAwNm,g7Lh5zbS2En,TPAdivfPDQ9,12,felix
tArf2JT2OGN,201610,qST1ERiAwNm,cJKLG2tjEmO,TPAdivfPDQ9,8,felix
tArf2JT2OGN,201610,qST1ERiAwNm,g7Lh5zbS2En,TPAdivfPDQ9,61,felix
lgfAGuYAdPZ,201610,BfvRU0y4Lor,lbCDtnQRrh6,XTGYT1BDtAy,92,felix
zpJjBI4BewR,201610,BfvRU0y4Lor,lbCDtnQRrh6,XTGYT1BDtAy,3,felix
uAlw1jSa1Az,201610,BfvRU0y4Lor,g7Lh5zbS2En,XTGYT1BDtAy,1,felix
tArf2JT2OGN,201610,BfvRU0y4Lor,g7Lh5zbS2En,XTGYT1BDtAy,2,felix
lgfAGuYAdPZ,201610,zkAKmfBsftv,lbCDtnQRrh6,XTGYT1BDtAy,143,felix
zpJjBI4BewR,201610,zkAKmfBsftv,lbCDtnQRrh6,XTGYT1BDtAy,16,felix
uAlw1jSa1Az,201610,zkAKmfBsftv,g7Lh5zbS2En,XTGYT1BDtAy,3,felix
tArf2JT2OGN,201610,zkAKmfBsftv,g7Lh5zbS2En,XTGYT1BDtAy,7,felix
lgfAGuYAdPZ,201610,f86fLjqgs9c,p8KHSw07YH1,XTGYT1BDtAy,1,felix
lgfAGuYAdPZ,201610,f86fLjqgs9c,lbCDtnQRrh6,XTGYT1BDtAy,32,felix
zpJjBI4BewR,201610,f86fLjqgs9c,lbCDtnQRrh6,XTGYT1BDtAy,2,felix
uAlw1jSa1Az,201610,f86fLjqgs9c,g7Lh5zbS2En,XTGYT1BDtAy,1,felix
tArf2JT2OGN,201610,f86fLjqgs9c,cJKLG2tjEmO,XTGYT1BDtAy,1,felix
tArf2JT2OGN,201610,f86fLjqgs9c,g7Lh5zbS2En,XTGYT1BDtAy,8,felix
lgfAGuYAdPZ,201610,gFkev50QJCf,p8KHSw07YH1,XTGYT1BDtAy,14,felix
lgfAGuYAdPZ,201610,gFkev50QJCf,lbCDtnQRrh6,XTGYT1BDtAy,90,felix
zpJjBI4BewR,201610,gFkev50QJCf,p8KHSw07YH1,XTGYT1BDtAy,3,felix
zpJjBI4BewR,201610,gFkev50QJCf,lbCDtnQRrh6,XTGYT1BDtAy,5,felix
uAlw1jSa1Az,201610,gFkev50QJCf,g7Lh5zbS2En,XTGYT1BDtAy,2,felix
tArf2JT2OGN,201610,gFkev50QJCf,g7Lh5zbS2En,XTGYT1BDtAy,5,felix
lgfAGuYAdPZ,201610,fWva3QHl9PM,p8KHSw07YH1,qnsg6xXzdLG,2,felix
lgfAGuYAdPZ,201610,fWva3QHl9PM,lbCDtnQRrh6,qnsg6xXzdLG,129,felix
zpJjBI4BewR,201610,fWva3QHl9PM,lbCDtnQRrh6,qnsg6xXzdLG,12,felix
uAlw1jSa1Az,201610,fWva3QHl9PM,cJKLG2tjEmO,qnsg6xXzdLG,1,felix
uAlw1jSa1Az,201610,fWva3QHl9PM,g7Lh5zbS2En,qnsg6xXzdLG,12,felix
tArf2JT2OGN,201610,fWva3QHl9PM,cJKLG2tjEmO,qnsg6xXzdLG,2,felix
tArf2JT2OGN,201610,fWva3QHl9PM,g7Lh5zbS2En,qnsg6xXzdLG,41,felix
lgfAGuYAdPZ,201610,PjOTQQUb94v,p8KHSw07YH1,H3XczdtGIO5,34,felix
lgfAGuYAdPZ,201610,PjOTQQUb94v,lbCDtnQRrh6,H3XczdtGIO5,204,felix
zpJjBI4BewR,201610,PjOTQQUb94v,lbCDtnQRrh6,H3XczdtGIO5,3,felix
uAlw1jSa1Az,201610,PjOTQQUb94v,g7Lh5zbS2En,H3XczdtGIO5,5,felix
tArf2JT2OGN,201610,PjOTQQUb94v,cJKLG2tjEmO,H3XczdtGIO5,4,felix
tArf2JT2OGN,201610,PjOTQQUb94v,g7Lh5zbS2En,H3XczdtGIO5,23,felix
lgfAGuYAdPZ,201610,OgKxzrPyq6n,p8KHSw07YH1,JqXGWrK1gp9,19,felix
lgfAGuYAdPZ,201610,OgKxzrPyq6n,lbCDtnQRrh6,JqXGWrK1gp9,50,felix
zpJjBI4BewR,201610,OgKxzrPyq6n,lbCDtnQRrh6,JqXGWrK1gp9,3,felix
uAlw1jSa1Az,201610,OgKxzrPyq6n,cJKLG2tjEmO,JqXGWrK1gp9,1,felix
uAlw1jSa1Az,201610,OgKxzrPyq6n,g7Lh5zbS2En,JqXGWrK1gp9,4,felix
tArf2JT2OGN,201610,OgKxzrPyq6n,cJKLG2tjEmO,JqXGWrK1gp9,1,felix
tArf2JT2OGN,201610,OgKxzrPyq6n,g7Lh5zbS2En,JqXGWrK1gp9,26,felix
lgfAGuYAdPZ,201610,Z8ka6vxk1gO,p8KHSw07YH1,H3XczdtGIO5,2,felix
lgfAGuYAdPZ,201610,Z8ka6vxk1gO,lbCDtnQRrh6,H3XczdtGIO5,14,felix
lgfAGuYAdPZ,201610,FlMDRiCxNoC,p8KHSw07YH1,H3XczdtGIO5,25,felix
lgfAGuYAdPZ,201610,FlMDRiCxNoC,lbCDtnQRrh6,H3XczdtGIO5,143,felix
zpJjBI4BewR,201610,FlMDRiCxNoC,lbCDtnQRrh6,H3XczdtGIO5,1,felix
uAlw1jSa1Az,201610,FlMDRiCxNoC,g7Lh5zbS2En,H3XczdtGIO5,3,felix
tArf2JT2OGN,201610,FlMDRiCxNoC,cJKLG2tjEmO,H3XczdtGIO5,3,felix
tArf2JT2OGN,201610,FlMDRiCxNoC,g7Lh5zbS2En,H3XczdtGIO5,15,felix
lgfAGuYAdPZ,201610,qsSIimN71Bx,p8KHSw07YH1,NbvMUkJmS5N,44,felix
lgfAGuYAdPZ,201610,qsSIimN71Bx,lbCDtnQRrh6,NbvMUkJmS5N,152,felix
zpJjBI4BewR,201610,qsSIimN71Bx,lbCDtnQRrh6,NbvMUkJmS5N,4,felix
uAlw1jSa1Az,201610,qsSIimN71Bx,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,qsSIimN71Bx,g7Lh5zbS2En,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,qsSIimN71Bx,cJKLG2tjEmO,NbvMUkJmS5N,4,felix
tArf2JT2OGN,201610,qsSIimN71Bx,g7Lh5zbS2En,NbvMUkJmS5N,19,felix
lgfAGuYAdPZ,201610,P6qrzhoBJrH,p8KHSw07YH1,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,yjdx3bVwjJP,p8KHSw07YH1,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,yjdx3bVwjJP,g7Lh5zbS2En,NbvMUkJmS5N,1,felix
lgfAGuYAdPZ,201610,bHv5fWNPV64,p8KHSw07YH1,NbvMUkJmS5N,265,felix
zpJjBI4BewR,201610,bHv5fWNPV64,p8KHSw07YH1,NbvMUkJmS5N,5,felix
uAlw1jSa1Az,201610,bHv5fWNPV64,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,bHv5fWNPV64,g7Lh5zbS2En,NbvMUkJmS5N,15,felix
tArf2JT2OGN,201610,bHv5fWNPV64,cJKLG2tjEmO,NbvMUkJmS5N,6,felix
tArf2JT2OGN,201610,bHv5fWNPV64,g7Lh5zbS2En,NbvMUkJmS5N,108,felix
lgfAGuYAdPZ,201610,tBD7EcDrqR8,p8KHSw07YH1,OdLHu28BL28,140,felix
lgfAGuYAdPZ,201610,tBD7EcDrqR8,lbCDtnQRrh6,OdLHu28BL28,2134,felix
zpJjBI4BewR,201610,tBD7EcDrqR8,p8KHSw07YH1,OdLHu28BL28,2,felix
zpJjBI4BewR,201610,tBD7EcDrqR8,lbCDtnQRrh6,OdLHu28BL28,105,felix
uAlw1jSa1Az,201610,tBD7EcDrqR8,cJKLG2tjEmO,OdLHu28BL28,3,felix
uAlw1jSa1Az,201610,tBD7EcDrqR8,g7Lh5zbS2En,OdLHu28BL28,50,felix
tArf2JT2OGN,201610,tBD7EcDrqR8,cJKLG2tjEmO,OdLHu28BL28,17,felix
tArf2JT2OGN,201610,tBD7EcDrqR8,g7Lh5zbS2En,OdLHu28BL28,260,felix
lgfAGuYAdPZ,201610,dzY2ptkmDAC,p8KHSw07YH1,NbvMUkJmS5N,3,felix
zpJjBI4BewR,201610,dzY2ptkmDAC,p8KHSw07YH1,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,dzY2ptkmDAC,g7Lh5zbS2En,NbvMUkJmS5N,3,felix
tArf2JT2OGN,201610,dzY2ptkmDAC,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
tArf2JT2OGN,201610,dzY2ptkmDAC,g7Lh5zbS2En,NbvMUkJmS5N,23,felix
lgfAGuYAdPZ,201610,hJ2Hv8MfMKI,p8KHSw07YH1,OdLHu28BL28,164,felix
lgfAGuYAdPZ,201610,hJ2Hv8MfMKI,lbCDtnQRrh6,OdLHu28BL28,12,felix
zpJjBI4BewR,201610,hJ2Hv8MfMKI,p8KHSw07YH1,OdLHu28BL28,4,felix
zpJjBI4BewR,201610,hJ2Hv8MfMKI,lbCDtnQRrh6,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,hJ2Hv8MfMKI,cJKLG2tjEmO,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,hJ2Hv8MfMKI,g7Lh5zbS2En,OdLHu28BL28,7,felix
tArf2JT2OGN,201610,hJ2Hv8MfMKI,cJKLG2tjEmO,OdLHu28BL28,8,felix
tArf2JT2OGN,201610,hJ2Hv8MfMKI,g7Lh5zbS2En,OdLHu28BL28,69,felix
lgfAGuYAdPZ,201610,XgnBT8Pug4r,lbCDtnQRrh6,OdLHu28BL28,860,felix
zpJjBI4BewR,201610,XgnBT8Pug4r,lbCDtnQRrh6,OdLHu28BL28,9,felix
uAlw1jSa1Az,201610,XgnBT8Pug4r,cJKLG2tjEmO,OdLHu28BL28,2,felix
uAlw1jSa1Az,201610,XgnBT8Pug4r,g7Lh5zbS2En,OdLHu28BL28,15,felix
tArf2JT2OGN,201610,XgnBT8Pug4r,cJKLG2tjEmO,OdLHu28BL28,24,felix
tArf2JT2OGN,201610,XgnBT8Pug4r,g7Lh5zbS2En,OdLHu28BL28,302,felix
lgfAGuYAdPZ,201610,kHW7YlR4QJy,p8KHSw07YH1,NbvMUkJmS5N,344,felix
lgfAGuYAdPZ,201610,kHW7YlR4QJy,lbCDtnQRrh6,NbvMUkJmS5N,43,felix
zpJjBI4BewR,201610,kHW7YlR4QJy,p8KHSw07YH1,NbvMUkJmS5N,3,felix
zpJjBI4BewR,201610,kHW7YlR4QJy,lbCDtnQRrh6,NbvMUkJmS5N,2,felix
uAlw1jSa1Az,201610,kHW7YlR4QJy,cJKLG2tjEmO,NbvMUkJmS5N,1,felix
uAlw1jSa1Az,201610,kHW7YlR4QJy,g7Lh5zbS2En,NbvMUkJmS5N,5,felix
tArf2JT2OGN,201610,kHW7YlR4QJy,cJKLG2tjEmO,NbvMUkJmS5N,2,felix
tArf2JT2OGN,201610,kHW7YlR4QJy,g7Lh5zbS2En,NbvMUkJmS5N,16,felix
lgfAGuYAdPZ,201610,RU75jjHO1TV,p8KHSw07YH1,OdLHu28BL28,3,felix
lgfAGuYAdPZ,201610,RU75jjHO1TV,lbCDtnQRrh6,OdLHu28BL28,50,felix
zpJjBI4BewR,201610,RU75jjHO1TV,p8KHSw07YH1,OdLHu28BL28,1,felix
zpJjBI4BewR,201610,RU75jjHO1TV,lbCDtnQRrh6,OdLHu28BL28,8,felix
uAlw1jSa1Az,201610,RU75jjHO1TV,cJKLG2tjEmO,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,RU75jjHO1TV,g7Lh5zbS2En,OdLHu28BL28,5,felix
tArf2JT2OGN,201610,RU75jjHO1TV,cJKLG2tjEmO,OdLHu28BL28,1,felix
tArf2JT2OGN,201610,RU75jjHO1TV,g7Lh5zbS2En,OdLHu28BL28,31,felix
lgfAGuYAdPZ,201610,fMexRJbQRAw,p8KHSw07YH1,OdLHu28BL28,181,felix
lgfAGuYAdPZ,201610,fMexRJbQRAw,lbCDtnQRrh6,OdLHu28BL28,131,felix
zpJjBI4BewR,201610,fMexRJbQRAw,p8KHSw07YH1,OdLHu28BL28,2,felix
zpJjBI4BewR,201610,fMexRJbQRAw,lbCDtnQRrh6,OdLHu28BL28,2,felix
uAlw1jSa1Az,201610,fMexRJbQRAw,cJKLG2tjEmO,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,fMexRJbQRAw,g7Lh5zbS2En,OdLHu28BL28,11,felix
tArf2JT2OGN,201610,fMexRJbQRAw,cJKLG2tjEmO,OdLHu28BL28,16,felix
tArf2JT2OGN,201610,fMexRJbQRAw,g7Lh5zbS2En,OdLHu28BL28,129,felix
lgfAGuYAdPZ,201610,amP1kWytNm2,p8KHSw07YH1,OdLHu28BL28,31,felix
lgfAGuYAdPZ,201610,amP1kWytNm2,lbCDtnQRrh6,OdLHu28BL28,46,felix
zpJjBI4BewR,201610,amP1kWytNm2,lbCDtnQRrh6,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,amP1kWytNm2,cJKLG2tjEmO,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,amP1kWytNm2,g7Lh5zbS2En,OdLHu28BL28,7,felix
tArf2JT2OGN,201610,amP1kWytNm2,cJKLG2tjEmO,OdLHu28BL28,7,felix
tArf2JT2OGN,201610,amP1kWytNm2,g7Lh5zbS2En,OdLHu28BL28,54,felix
lgfAGuYAdPZ,201610,Aqw6Dbpsjk6,p8KHSw07YH1,OdLHu28BL28,123,felix
lgfAGuYAdPZ,201610,Aqw6Dbpsjk6,lbCDtnQRrh6,OdLHu28BL28,781,felix
zpJjBI4BewR,201610,Aqw6Dbpsjk6,p8KHSw07YH1,OdLHu28BL28,1,felix
zpJjBI4BewR,201610,Aqw6Dbpsjk6,lbCDtnQRrh6,OdLHu28BL28,11,felix
uAlw1jSa1Az,201610,Aqw6Dbpsjk6,cJKLG2tjEmO,OdLHu28BL28,1,felix
uAlw1jSa1Az,201610,Aqw6Dbpsjk6,g7Lh5zbS2En,OdLHu28BL28,15,felix
tArf2JT2OGN,201610,Aqw6Dbpsjk6,cJKLG2tjEmO,OdLHu28BL28,6,felix
